BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,CONTACT PERSON,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,KOMPALLY,"KOMPALLY H.no. 04-009/nr, (old No - 3-24), Survey No 43, Near Suchitra Circle, Kompally, R.R Dist, Hyderabad, Telangana -500014"," Survey No 43, Near Suchitra Circle,",,,Telangana ,500014,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,KONDAPUR,"KONDAPUR Plot No 3 & 4 Part Sy.no 19, Kothaguda (v), Kondapur 'x' Roads, Serilingampally (m), R.R. Dist, Hyderabad,Telangana - 500084",,Hyderabad,,Telangana  ,500084,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,KOTHAPET,"KOTHAPET 11-13-1376/4, Pinnacle One Complex, Dwarakapuri Colony, Beside More Mega Stores, Saroornagar, R.R. Dist, Hyderabad. Telangana -500035",,,,Hyderabad. Telangana ,500035,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,KOTI,"KOTI Shop 36 N 37 Michila Complex Bank Street Koti, Hyderabad, Ranga Reddy, Telangana - 500095",,,,Telangana  ,500095,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,KUKATPALLY,"KUKATPALLY 15-31-83, Plot No 3 Mig 3. Phase I Dharma Reddy Colony Near Hdfc Bank, Kphb, Kukatpally, Hyderabad. Telangana - 500072", Dharma Reddy Colony Near Hdfc,,,Telangana  ,500072,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,LAKDIKAPUL,"LAKDIKAPUL 6-1-91/10,11, Near Telephone Bhavan, Lakdikapul, Hyderabad, Telangana-500004 "," 6-1-91/10,11, Near Telephone Bhavan,",,,Telangana ,500004,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,MADINAGUDA,"MADINAGUDA 1-58/fh/1 To 5, Survey No 225, Fortune Heights, Madinaguda, Miyapur Main Road. Hyderabad, Telangana - 500049",,,,Telangana  ,500049,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,MALAKPET,"MALAKPET 16-2-681/a5, Mamta Complex, Main Road New Malakpet, Hyderabad, Telangana - 500036",,,,Telangana  ,500036,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,MG ROAD,"MG ROAD Door No.1-7-178,182 To 184 M.g.road, Paradise Circle ,secunderabad, Telangana - 500003",,,,Telangana  ,500003,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,NACHARAM,"NACHARAM D no 4-7-40/3, Plot No. A-131 Part, Nacharam, R R Dist, Hyderabad, Telangana- 500040 ",,,,Telangana  ,500040,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,NAGOLE,"NAGOLE D No 2-3-260 & 266,plot No 7 & 7(p), Sri Sai Ram Complex, Opp. Honda Showroom, Nagole, R.R. Dist, Hyderabad. Telangana-500068"," Sri Sai Ram Complex, Opp. Honda",,,Hyderabad. Telangana,500068,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,NALLAKUNTA,"NALLAKUNTA D No 2-1-520 To 526/2, Vijaya Sri Sai Celestia Complex, Nallakunta, Hyderabad, Telangana -500044",,Hyderabad,, Telangana ,500044,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,NIZAMPET,"NIZAMPET Plot No. 1&2, Shop No 3&4, Panchsheel Complex, Beside Domino's Pizza, Nizampet, R.R Dist Hyderabad, Telangana - 500090",,Hyderabad,, Telangana  ,500090,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,L.G. BEST SHOP,"L.G. BEST SHOP H.no. 6-3-347/6/p/3 & 4, Sai Baba Temple Road, Dwarakapuri Colony, Panjagutta, Hyderabad, Telangana - 500082",,,,Telangana  ,500082,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,SDH,"SDH 6-3-456/c , Ground Floor , MGR Estate, Dwaraka Puri Colony, Punjagutta, R R Dist Hyderabad, Telangana - 500082",,,,Telangana  ,500082,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,VANASTHALIPURAM,"VANASTHALIPURAM Plot No 4, Survey No 58 To 68, Vanasthalipuram, Beside Indian Oil Petrol Bunk, Hayathnagar, R.R. Dist, Hyderabad, Telangana - 500070",,Hyderabad,, Telangana  ,500070,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,TOLICHOWKI,"TOLICHOWKI D.no 8-1-364/1&2, Near Galaxy Theater, Tolichowki, Hyderabad, Telangana -500008"," D.no 8-1-364/1&2, Near Galaxy",,,Telangana ,500008,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,WARANGAL,"WARANGAL H.no. 2-5-34,35 & 35/1, Nakkalgutta, Hanamkonda, Warangal, Telangana-506001",,,,Telangana,506001,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,GACHIBOWLI,"GACHIBOWLI Plot No 77/p, 8 & 15 Gachibowli, R.R. Dist, Hyderabad, Telangana - 500032",,,,Telangana  ,500032,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,A S RAO NAGAR,"A S RAO NAGAR D.no 1-12-188/14, plot No.lig-b14, Manikonda Plaza Dr.a.s Rao Nagar, Kapra, R.R. Dist, Hyderabad, Telangana - 500062",,,,Telangana  ,500062,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,MAHBUBNAGAR,"MAHBUBNAGAR 1-5-91/1, New Town, Mahbubnagar, Telangana - 509001, mahaboobnagar@bajajelectronics.in,",,mahaboobnagar@bajajelectronics.in,,,,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
,TV,Consumer Electronics,,BAJAJ ELECTRONICS,MIYAPUR,"MIYAPUR Plot NO. 134, Jyoti Plaza, Ground Floor, Mathushree Nagar, MIYAPUR-500049 miyapur@bajajelectronics.in,",,miyapur@bajajelectronics.in,,,,India,,,,,,https://www.bajajelectronics.com/stores,,,,,,,,,
