BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,VIJAY SALES,,"A-18 Swasthya Vihar, Near Preet Vihar Metro Station, Opp. Metro Pillar No.83, Vikas Marg. Delhi-110 092
",,Delhi,VIKAS MARG,,,,011-6666 0333,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"H-2, Ring Road, Next to ICICI Bank, Opp. Metro Pillar No. 41, Model Town III. Delhi-110 009
",,Delhi,MODEL TOWN III,,,,011-6666 0444,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"E 117, Palam Extension, Sector-7, Dwarka. Delhi-110 075
",,Delhi,DWARKA,,,,011-6666 0555,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"13 Bhera Enclave, Main Outer Ring Road, Near Peera Garhi Chowk, Paschim vihar.New Delhi-110 087
",,Delhi,PASCHIM VIHAR,,,,011-4874 4444,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No.12, Shop No. 24-26, Main Najafgarh Road, Uttam Nagar. New Delhi-110 059.
",,Delhi,UTTAM NAGAR,,,,011-4585 2000,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Block No.C1/12, Opp. Gurudwara End Mercedes Benz Showroom, Rajouri Garden. Delhi-110 027.
",,Delhi,RAJOURI GARDEN,,,,011-4646 0900,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"M-62, M Block, Near Axis Bank, Guru Ravidas Marg, Kalkaji, New Delhi-110 019
",,Delhi,KALKAJI,,,,011-4010 0600,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No. 6 & 7, Pocket F19, Sector 8, Rohini, New Delhi-110 085.
",,Delhi,ROHINI,,,,011-4962 6400,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"485, A1, A2 GT Road, Dilshad Garden. Landmark : Near Raghuvansi Motor. Shadhara. New Delhi-110 095.
",,Delhi,SHADHARA,,,,011-2258 2154,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"J-287, Saket Rd, Block J, Saket, New Delhi, Delhi-110017
",,Delhi,SAKET,,,,+91 93106 57892,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"14/3, Mathura Road, Pocket B, Sector-27, Mewla, Maharajpur. Faridabad-121 003.
",,Faridabad,MEWLA,,,,0129-256 5700,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Crown Plaza, 29KM Milestone, Sector 15-A. Faridabad-121 007.
",,Faridabad,FARIDABAD,,,,0129-425 9800,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"SCO 10&11, Jail Road, Near Majjid, Jacob Pura, Gurgaon-122 001.
",,Gurgaon,SOHNA CHOWK,,,,0124 265 8500,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Lower Ground Floor, Near FabIndia, The Plaza Mall, Mehrauli-Gurgaon Road. Gurgaon-122 002.
",,Gurgaon,M.G. ROAD,,,,0124-460 6930,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"SCO315, Sector-29, Near Huda City Metro Station. Gurgaon-122 002
",,Gurgaon,GURGAON,,,,0124-617 5900,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"UGF 114, 115 ND Anchor Store, OC Square, Orange Country, GH-4, Ahinsa Khand 1, Indirapuram-201 014.
",,Indirapuram,INDIRAPURAM,,,,0120-402 6800,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"B-24&25, Ground & 1st Floor, 4G Tower, RDC, Raj Nagar, Ghaziabad-201 010.
",,Indirapuram,RDC-GHAZIABAD,,,,011 4962 6466,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Bezzola Complex, Sion-Trombay Road, Chembur. Mumbai-400 050.
",,Mumbai,CHEMBUR,,,,022-6171 9999,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor, Unit No.G-13-C, R City Mall, L.B.S. Road. Ghatkopar (West). Mumbai-400 086.
",,Mumbai,GHATKOPAR-R CITY MALL,,,,022-6171 1919,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Infiniti Mall, 1st Floor, Lokhandwala, Andheri (West). Mumbai-400 053.
",,Mumbai,ANDHERI-INFINITI MALL,,,,022-6171 4444,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"S.V Road, Opp. Filmistan Studio, Land Mark : Near Ratna Hotel. Goregaon (West). Mumbai-400 062.
",,Mumbai,GOREGAON-WEST,,,,022-6171 1313,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"108, Lady Jamshedji Road, Mahim (West). Mumbai-400 016
",,Mumbai,MAHIM,,,,022-6171 1515,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"29, Mama Parmanand Road, Opera House. Mumbai-400 004.
",,Mumbai,OPERA HOUSE,,,,022-6171 0000,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"384, Veer Savarkar Marg, Opp. Sidhivinayak Temple Prabhadevi. Mumbai-400 025.
",,Mumbai,PRABHADEVI,,,,022-6171 1111,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Prime Center, 18, S.V Road, Santacruz (West). Mumbai-400 054.
",,Mumbai,SANTACRUZ,,,,022-6171 1212,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Indrapuri Society, Near Waman Hari Pethe Jewellers. Next to Cambridge Showroom. Opp. Sion Circle, Sion (West). Mumbai-400 022.
",,Mumbai,SION,,,,022-6171 1717,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"68, Ground Floor, Dev Plaza, S. V. Road, Opposite Fire Brigade Station.Andheri (West), Mumbai-400 058.
",,Mumbai,ANDHERI-S.V. ROAD,,,,022-6171 1414,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"The Hub Mall, Western Express Highway. Goregaon-East. Mumbai-400 063.
",,Mumbai,GOREGAON-EAST,,,,022-6171 3333,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092
",,Mumbai,BORIVALI-WEST,,,,022-6171 2222,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Linking Road, Opp. MacDonald, Near KFC. Khar (West). Mumbai-400 052.
",,Mumbai,KHAR LINKING ROAD,,,,022-6171 2000,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Shop No. 03, Flix Building, Opp. Asian Paints, LBS Marg, Bhandup (West). Mumbai-400 078.
",,Mumbai,BHANDUP-WEST,,,,022-2595 5489,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Rajhans Helix 3, L.B.S Road, Old Shreyas Cinema, Ghatkopar (West), Mumbai-400 086.
",,Mumbai,GHATKOPAR-OLD SHREYAS CINEMA,,,,022-6270 2929,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor, A wing, Business Square, Opp. Kanakia Wall Street, Andheri-Kurla Road, Chakala, Andheri (East). Mumbai-400 059.
",,Mumbai,ANDHERI-EAST,,,,8928933108,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No.312, TPS No. 1 , Leela Madhav Complex, Near Pune Highway, Village Panvel. Raigad. Navi Mumbai-410 206.
",,Navi Mumbai,PANVEL,,,,022-2746 6017,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Palm Beach Galleria Mall, Sector 19-D. Vashi. Navi Mumbai-400 703.
",,Navi Mumbai,VASHI,,,,022-6245 7979,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Little World Mall, 2nd Floor, Plot No-21, Sector-2. Kharghar. Navi Mumbai-410 210.
",,Navi Mumbai,KHARGHAR,,,,022-2774 2133,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Belapur Hilton Center, Sector-11, Opp. K. Star Hotel, Near Diwale Bus Depo. Next To Shradha Terrace Building. Navi Mumbai-400 614.
",,Navi Mumbai,BELAPUR,,,,022-6171 0200,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"K5-K6, Sector-18, Adjoining Ebony Gautier Showroom, Near Atta Market. Noida-201 301.
",,Noida,NOIDA,,,,0120-401 4300,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Veera tower, A-6 Alpha Commercial Belt-1,Gautam Budh Nagar,Greater Noida-201306
",,Noida,GREATER NOIDA,,,,0120-488 2727,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Tania Shopping Mall, Next To D-Mart Mall, Babole Naka, Vasai (West). Palghar-401 202.
",,Palghar,VASAI,,,,9284004955/59,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Twin Tower, Phase-II, Tirupati Nagar, Virar (West). Palghar-401 303.
",,Palghar,VIRAR-WEST,,,,8459610155,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor, Tania Horizon, Shriprastha, Station Road, Nala Sopara-West, Palghar. Maharashtra-401203.
",,Palghar,NALA SOPARA-WEST,,,,0250-663 3838,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"PMT Building, Sadhu Vaswani Chowk, Near Baveria Motors. Pune Station. Pune-411 001.
",,Pune,PUNE STATION,,,,020-6720 1100,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Amar Manor, Krome Plaza, 32/3, Pune-Solapur Road, Near Crome Furniture, Hadapsar, Pune - 411 013.
",,Pune,HADAPSAR,,,,020-6720 1200,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Manke Affluence, Plot no.50, opp. Krushna Hospital, Rambaug Colony, Paud Road. Kothrud. Pune-411 038.
",,Pune,KOTHRUD,,,,020-6720 1700,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Pride Purple Accord, Next Hotel Mahabaleswar, Opp.Symantic Building, Near Rmz Icon, Baner. Pune-411 045.
",,Pune,BANER,,,,020-6720 1300,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"CB/2/001, Empire Estate, Old Pune Mumbai Highway, Near Ranka Jwellers, Pimpri Chinchwad. Pune-411 019.
",,Pune,CHINCHWAD,,,,020-6730 1400,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No. 9, Survey No. 48/2, Prabhakar Hights, Below Chate Classes, Near Rupee Bank, Pune-Nagar Road, Chandan Nagar. Kharadi. Pune-411 014.
More",,Pune,CHANDAN NAGAR,,,,86574 19733,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Survey No.5/6, Shop No - 16/17/18/19, Divya Heights,Aundh Annexe/Jagtap Dairy Rahatni, Pimple Saudagar. Pune-411 017.
",,Pune,RAHATNI,,,,020-6712 3131,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Plot No. CRT 2008-A, Sadashiv Peth. Tilak Road, Pune-411 030.
",,Pune,TILAK ROAD,,,,020-2444 0126,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Jai Tirth Society, Opp.Sharada Arcade, Pune Satara Road, Padmavati. Pune-411 009.
",,Pune,PUNE SATARA ROAD,,,,020-6720 1020,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Season Mall, Unit No. G - 13 + 14 + 15, Magarpatta City, Hadapsar. Pune - 411 013.
",,Pune,SEASON MALL,,,,020-6723 2333,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Shop No.4, Ground Floor, White Square, Hinjawadi, Wakad Road. Wakad. Pune-411 057
",,Pune,HINJAWADI,,,,7506344955,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor, T-Block, Plot No. 24 / 25 / 26, Industrial Area, Bhosari MIDC, Pune-411 026.
",,Pune,BHOSARI,,,,7506344792,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Central Bazar, Opp. Varachha Police Station, Varachha Road.Surat-395 006.
",,Surat,VARACHHA,,,,0261-671 7000,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Opp. Shantiniketan Apartment.Surat Dumas Road, Piplod. Land Mark : Near Kargil Chowk, Iscon Mall. Surat-395 007.
",,Surat,PIPLOD,,,,0261-671 2222,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Raina Arcade. Next To Navyug College, Opp. Satyam Apartment.,Tadwadi Rander Road. Land Mark : Nr. Navyug College. Surat-395 009.
",,Surat,RANDER ROAD,,,,0261-671 1111,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Opp. Wonder Mall, Ghodbunder Road, Kapurbawadi. Thane-400 602.
",,Thane,GHODBUNDER,,,,9284004942 / 49,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Sant Sawatamali Vegetable Market, Opp. Bindu Towers, Santoshi Mata Mandir, Kalyan (West). Thane- 421 301.
",,Thane,KALYAN,,,,0251-676 0404,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor & 1st Floor, Diamond Electric Industries, Opp Town Hall, Red Cross Road, Adjacent To Baba Mangatram Kutiya, Ulhasnagar, Thane-421 003.
More",,Thane,ULHASNAGAR,,,,0251-661 0202,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Ground Floor, Mahipatrai Chamber, Opp. Axis Bank, Bhiwandi-Kalyan Road, Landmark : Opp. Reliance Fresh. Bhiwandi. Thane-421 302.
",,Thane,BHIWANDI,,,,7506087316,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Samta Sadan, Near Veggies Restaurants. Landmark : Silver Park Bus Stop, Mira-Bhayander Road. Mira Road (East). Thane-401 107.
More",,Thane,MIRA ROAD,,,,022-7106 6650,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Konark Arcade Building No.-D, Ground Floor, Gharda Circle, Dombivili Sports Complex Ground. Landmark : Pendhekar College. Dombivli (East)-421 204.
More",,Thane,DOMBIVILI,,,,0251-247 6467,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Tip-Top Plaza, LBS Marg, Near Mulund Check Naka. Thane. Thane-400 060
",,Thane,TIP-TOP PLAZA,,,,022-6171 5555,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"Near Shreyas School Vidyalaya, Janshakti Reliance Circle, Lalbaug, Manjalpur. Vadodara-390 004.
",,Vadodara,MANJALPUR,,,,0265-616 2121,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
,TV,Consumer Electronics,,VIJAY SALES,,"M Cube, Jetalpur Road, Alkapuri, Chakali Circle, Vadodara-390 007.
",,Vadodara,VADODARA,,,,0265-619 0000,,,,https://www.vijaysales.com/store-locator,,,,,,,,,
