BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,CONTACT PERSON,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
MICROMAX,TV,Consumer Electronics,,,ANIL ELECTRONICS,"MAIN MARKET, KAKROLA MORE, UTTAM NAGAR, DELHI",,,,,,India,9250057010,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ANIL ELECTRONICS,AURAIYA,,,,,,India,+918393884505,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ANIL ELECTRONICS,Babarpur,,,,,,India,+919897918221,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Anupam Trading Company,"Panch Batti, M.I. Road, Jaipur",,,,,,India,0141-2378913/0141-2371380/9829063507,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Apolo Radio,"Shop No.- 1933, Chowk - Ramnagar",,,,,,India,9919496366,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ARORA ELECTRONICS,"B-69,MAIN MARKET,BHAJAN PURA,DELHI-110053",,,,,,India,919810244728,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ASHISH ELECTRONICS MANESAR,"NH-8, MANESAR, HARYANA",,,,,,India,9873243146,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ASHISH ENTERPRISES,"MAIN BAZAR, FAROOKH NAGAR, HARYANA",,,,,,India,9813226778,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Ashok Enterprises,"U-202, Main Vikas Marg, Shakarpur",,,,,,India,9711090932,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Ashok Enterprises,"Shop No 30, Netaji Subhash Marg, Near Mcdonald, Daryaganj",,,,,,India,"011-43558113, 9711090932",,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ASHOKA ELECTRONICS,TUKHMIR PUR NEAR BHAJAN PURA DELHI 110094,,,,,,India,919871642229,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ASHWANI ELECTRONICS,LALBANGLOW,,,,,,India,+919935588199,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ASHWANI T.V SALES,FAZALGANJ,,,,,,India,+919559189111,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Asma,"Shop No. - 3, 11434, Shakti Nagar, Main Road Near Shakti Nagar Chowk",,,,,,India,9891399299,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,AYUSH ELECTRONICS,NEAR PURANI CHUNGI,,,,,,India,8542967292,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,AYUSH ELECTRONICS,"22,23",,,,,,India,8542967292,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BABAJI TRADERS,"A 10/43 DAKSHINPURI EXT., DAKSHINPURI",,,,,,India,919560074586,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BAGGA ELECTRONICS,"MARKET NO-5, NIT, FARIDABAD",,,,,,India,9810391600,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BAHEL ELEC,GOVIND GANJ,,,,,,India,+917215832178,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Balaji Mobile & Electronic Shop,Badholi Road,,,,,,India,7398241001,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Bapu Enterprises,"ward no 10, Chakia Dist. Chandauli",,,,,,India,9935983403,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BATRA ELECTRONICS,KHUREJI KHAS DELHI,,,,,,India,919810489675,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BHADORIA ELECTRONICS,"ASTHAL MANDIR ROAD, SANGAM VIHAR, DELHI",,,,,,India,919599104020,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Bhajanlal Commercial,"E Mall, 6, C R Avenue, Shop 208",,,,,,India,9088808888,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BHARAT COMMUNICATION,"324/15, ARYA SAMAJ ROAD, JACOBPURA, GURGAON",,,,,,India,9818366333,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BHARAT REFRIGERATION,"MAIN BAZAR, REWARI",,,,,,India,9416346854,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BHOLE EMPORIUM,"GOPALPURA, SHAMSHABAD, AGRA",,,,,,India,+918410540010,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Bobby Electronics,"474/1, Daliganj Railway Crossing",,,,,,India,9935866140,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,BUNTY ELECTRONICS,"RAWAT MARKET, GWALIOR ROAD, AGRA",,,,,,India,+919219238318,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Calcutta Electronics,Lalgunj Dist Azamgarh,,,,,,India,9919020211,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHABRA ELEC,PUNJABI COLONY,,,,,,India,+919616595590,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHAUDHARY ELECTRONICS,Chhibramau,,,,,,India,+919839926114,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHAUDHRI GANGA EMPORIUM,"MAINPURI TIRAHA, SHIKOHABAD",,,,,,India,+918755786857,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHAUHAN T.V CENTER,BHARTNA,,,,,,India,+919634064776,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHETAN ELECTRONICS,"B-2/1 SUNDAY MARKET, PHASE-4 AYA NAGAR",,,,,,India,919560700066,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,CHITRA ELECTRONICS,"SHOP NO. 25, JACOBPURA ROAD, GURGAON",,,,,,India,9911927405,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Chopra Shopee,"Khanna Colony, Gandhi Chowk, Opp Petrol Pump",,,,,,India,9354917053,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Custom Home,"E3/112, Shradha Complex, 10 No. Stop, Arera Colony, Near SBI Bank",,,,,,India,9893442209/9713140031,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Dargah Road,Bakshipura,,,,,,India,9838583702,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DAWAR ENTERPRISES,"E-48 LAJPAT NAGAR-II, CENTRAL MARKET",,,,,,India,919810718889,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DEEP ELECTRONICS,Tirwa,,,,,,India,+919415492921,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DEEP PARAS ELECTROVISION,SECTOR-10,,,,,,India,9971898100,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DEEPAK AGENCIES,"11797, St. no-6, Sat Nagar, Karol Bagh, Delhi-110005",,,,,,India,919313700222,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DEEPAK AGENCIES,BIRHANA ROAD,,,,,,India,+919839124400,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Deepti Electronics,"K-1248, mangol puri, opp sanjay gandhi hospital, delhi",,,,,,India,9650139889,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,delhi trader's,Delhi trader's Afjalgarh,,,,,,India,9756234933,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Dena Electronics,Khadra Near Police station,,,,,,India,9235502976,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Diamond Electronics & Gift,"Firdaus Market,",,,,,,India,7607304168,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,DURGA ELECTRONICS,Achhalda,,,,,,India,+919719337109,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ELECTROINC WORLD,"A-1/1, PATEL MARG, SANT NAGAR, BURARI, DELHI",,,,,,India,919213913241,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,ELECTRONIC PALACE,main road,,,,,,India,9838224905,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Electronic World,shop no 1 first floor,,,,,,India,9839066547,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Electronics Planet,"AG-4, Shalimar Bagh, Delhi-110088",,,,,,India,919212071415,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Everest Electronics,Kotwali Road,,,,,,India,9936201869,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Extra Smile Store,"Durga Tower (Rameshwar Market), Kachhari Road, Hajipur, Vaishali",,,,,,India,8409882419,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Fairdeal Electronics,C - 62 GTB Nagar Kareli,,,,,,India,9415236308,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Fast Infomation Centre,"30A, Baghajatin Place, Baghajatin Railway Station",,,,,,India,7044080160,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,FRIENDS ELECTRONICS,SABZI MANDI,,,,,,India,9918070377,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,G S TRADING CO,"MAIN MARKET, SANGAM VIHAR, DELHI",,,,,,India,919899522989,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,G.K.ENTERPRISES,"A-54,GALI NO.1,BHARAMPURI,DELHI-110053",,,,,,India,919818226218,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,G.S ELECTROWORLDS,kidwai nagar,,,,,,India,+918808855551,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GOLDY ELECTRONICS,H.S.J.S MARKET,,,,,,India,"""+919839072526",,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GOVIND PLAZA,ShIvaji Marg (Firozabad),,,,,,India,+919897894415,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GROVER ELECTRONICS PALACE,"E-20/28, SECTOR-3, ROHINI, DELHI",,,,,,India,919213969750,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GUPTA TELECOM & ELECTRONICS,I-16 MAIN ROAD SANGAM VIHAR,,,,,,India,919871246825,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GURUKRIPA ELECTRONICS,"Ajeet Nagar, Kheria Mod, Agra",,,,,,India,+919319210997,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Gurukripa Enterprises,"shop no. 3 , BN block, DDa market, Near Ever Bake &samsung smart cafe, Shalimar Bagh",,,,,,India,8130314444,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,GURUNANK TRADERS,KHUTAR ROAD,,,,,,India,+919695613889,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,H.K ELECTRONICS,"KOTLA CHUNGI, FIROZABAD",,,,,,India,+919412266551,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Hariom retails pvt ltd,"B2/6, ashok vihar phase-2, opp dominos pizza, delhi-110052",,,,,,India,9811671263,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Hariom retails pvt ltd,"K-44, lajpat nagar-II delhi",,,,,,India,9013490028,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Hariom retails pvt ltd,"172-175, aggarwal plaza, first floor M2K complex, delhi -110085",,,,,,India,9891530003,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,HARYANA ELECTRONIC,"RAILWAY ROAD, REWARI",,,,,,India,9034444724,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,hello gift,new hello gift near haridwar rode naziabad,,,,,,India,9837806400,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,INDER ELECTRONICS,"J-1050, JAHANGIR PURI, DELHI",,,,,,India,919891880635,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,INDIA ELECTRONIS,Kotla Road Firozabad,,,,,,India,+919927063842,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Infinity Mobiles,"No 121, Bricklin Road, Purasaiwalkam, Near Motcham Signal",,,,,,India,9789905252/044-42310299,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,J C ELECTRONICS,100FT ROAD,,,,,,India,9891397961,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,J. N.ELECTRONICS,COLLEGE ROAD,,,,,,India,9450232236,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JAI JWALA ELEC,TOWN HAAL,,,,,,India,+919415035442,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JAI MAA ELECTRONIC,SHOP NO-7,,,,,,India,9811106659,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JAIN ELECTRO WORLD,"C5/77 AND C5/82,NEW KONDLI,NEAR RUCHIKA PETROL PUMP,DELHI-110096",,,,,,India,919999567670,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JAIN ELECTRONICS,Kayamganj,,,,,,India,+919450102120,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Jain electronics Bijnor,Jain electronics civil line Bijnor,,,,,,India,9837118548,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Jaiswal Electronics,735/1 Old Katra,,,,,,India,9335150372,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JAISWAL TV PALACE,SUBA BAZAR,,,,,,India,9415850192,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JEEWAN ELECTRONICS,"P-37, WEST PATEL NAGAR, DELHI",,,,,,India,9810508904,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JHANKAR ELECTRONICS (SGM),SMG Nagar,,,,,,India,9971799778,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JINDAL ELECTRONICS,"SHOP NO.80,WELCOME SEELAMPUR,DELHI",,,,,,India,919560044798,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JINDAL ENTERPRISES,"B-5, MAHAVIR ENCLAVE, PALAM ROAD, DELHI",,,,,,India,9910900557,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JUNEJA ELECTRONICS,NEAR GUPTA HOTEL,,,,,,India,9212420246,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,JUNEJA SALES PVT.LTD.,"K-4,MAIN MANGAL BAZAR ROAD,LAXMI NAGAR DELHI-110092",,,,,,India,919899311990,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KAKA ELECTRONICS,"B-17, Shiv Ram Park, Shani Bazar Rd., Nangloi, Delhi-41",,,,,,India,919811611001,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KALKAJI ELECTRONICS,Sarai,,,,,,India,9990620007,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KANCHAN DA ELECTRINCS & FURNITUR,PANKI,,,,,,India,+919415732800,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Kanha Trading co,"1549/110, Tri Nagar, Delhi-110035",,,,,,India,919811676191,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Karan Electronics,3 Gopal market,,,,,,India,9695738320,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KARmA ELECTRONICS,"C-461, DDA COLONY, KHYALA, DELHI",,,,,,India,9811137734,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KATARIA SALES CORP,"513/26,MAIN BAZAR,GANDHI NAGAR,DELHI-110031",,,,,,India,919810878675,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KAUSHIK ELECTRONICS,"F-212, PIPAL WALA ROAD, MOHAN GARDEN, UTTAM NAGAR, DELHI",,,,,,India,9999538077,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KAUSHIK TV CENTRE,VILL-TIGAON,,,,,,India,9811547041,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Kayaam Electronics,Behta Bazar,,,,,,India,9793545362,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KHANDELWAL ELECTRONICS,10/9 KHICHDI PUR NEAR MOTHER DAIRY DELHI,,,,,,India,919990963810,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KHANNA ELECTRONICS,"128 MAIN BUS STOP, DEVLI NEAR KHANPUR",,,,,,India,919818606655,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Khanna Radio Corporation,"20 MG Marg, Civil Lines",,,,,,India,9335128639,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Khannaji Electricals,"62, Johnstonganj",,,,,,India,9335667767,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KHWAJA ENTERPRISES,NEAR TAXI STAND,,,,,,India,9935538890,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KISSAN TRADING CO,RAILWAR ROAD REWARI,,,,,,India,9466883332,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Kohinoor Communications,purani bazaar,,,,,,India,9125236969,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KRISHNA ELECTRONICS,"SHOP NO.6,MAIN ROAD KHICHRI PUR,DELHI-110091",,,,,,India,919999432286,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KRISHNA ELECTRONICS,KALYANPUR,,,,,,India,+919838697789,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,Kunal Enterprises,"F-36, Ground Floor, Milap Nagar, Uttam Nagar",,,,,,India,8285778866,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KUSHWAHA ELECTRONICS,PADRAUNA ROAD,,,,,,India,9415028299,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
MICROMAX,TV,Consumer Electronics,,,KUSHWAHA RADIO CORPORATION,NEAR BUS STATION,,,,,,India,73989055555,,,,,http://www.micromaxinfo.com/store-locator,,,,,,,,,
